participant,trial,condition,rt_ms,correct
sub-008,98,congruent,615.1,1
sub-008,99,incongruent,619.8,1
sub-008,100,congruent,487.2,1
sub-009,1,congruent,488.7,1
sub-009,2,incongruent,610.8,1
sub-009,3,incongruent,588.8,1
sub-009,4,incongruent,627.7,1
sub-009,5,congruent,501.7,0
sub-009,6,incongruent,669.5,1
sub-009,7,congruent,571.0,1
sub-009,8,incongruent,605.0,1
sub-009,9,incongruent,655.5,1
sub-009,10,incongruent,673.8,0
sub-009,11,congruent,384.5,1
sub-009,12,congruent,496.4,1
sub-009,13,incongruent,607.1,1
sub-009,14,congruent,513.3,1
sub-009,15,congruent,626.2,1
sub-009,16,congruent,478.8,1
sub-009,17,incongruent,678.1,1
sub-009,18,incongruent,692.3,1
sub-009,19,congruent,532.5,1
sub-009,20,incongruent,665.0,1
sub-009,21,congruent,422.5,1
sub-009,22,incongruent,620.0,1
sub-009,23,congruent,498.4,1
sub-009,24,congruent,485.6,1
sub-009,25,incongruent,582.3,1
sub-009,26,congruent,538.5,1
sub-009,27,congruent,494.0,1
sub-009,28,incongruent,539.9,1
sub-009,29,incongruent,588.1,1
sub-009,30,incongruent,533.9,1
sub-009,31,incongruent,532.5,1
sub-009,32,incongruent,672.6,1
sub-009,33,congruent,525.6,1
sub-009,34,congruent,601.3,1
sub-009,35,incongruent,546.8,1
sub-009,36,congruent,529.7,1
sub-009,37,congruent,528.3,1
sub-009,38,incongruent,664.3,1
sub-009,39,incongruent,672.3,1
sub-009,40,incongruent,664.0,1
sub-009,41,congruent,499.1,1
sub-009,42,congruent,446.5,1
sub-009,43,congruent,561.3,1
sub-009,44,congruent,332.7,1
sub-009,45,congruent,430.6,1
sub-009,46,incongruent,633.5,1
sub-009,47,incongruent,559.9,1
sub-009,48,congruent,512.1,1
sub-009,49,congruent,433.9,1
sub-009,50,congruent,586.0,1
sub-009,51,incongruent,591.0,1
sub-009,52,incongruent,574.3,1
sub-009,53,incongruent,601.6,1
sub-009,54,congruent,519.8,1
sub-009,55,incongruent,583.8,0
sub-009,56,congruent,415.2,1
sub-009,57,congruent,468.6,1
sub-009,58,incongruent,551.1,1
sub-009,59,congruent,477.0,1
sub-009,60,incongruent,610.7,0
sub-009,61,congruent,447.7,1
sub-009,62,incongruent,666.3,1
sub-009,63,incongruent,691.8,1
sub-009,64,incongruent,506.0,1
sub-009,65,incongruent,744.5,0
sub-009,66,incongruent,630.9,0
sub-009,67,incongruent,643.6,1
sub-009,68,congruent,404.7,1
sub-009,69,incongruent,490.7,0
sub-009,70,incongruent,744.8,1
sub-009,71,congruent,510.1,1
sub-009,72,incongruent,705.1,1
sub-009,73,incongruent,668.5,0
sub-009,74,incongruent,551.9,1
sub-009,75,congruent,486.9,1
sub-009,76,congruent,498.8,1
sub-009,77,incongruent,626.6,1
sub-009,78,congruent,486.7,1
sub-009,79,congruent,541.8,1
sub-009,80,congruent,437.4,1
sub-009,81,congruent,428.4,1
sub-009,82,congruent,463.0,1
sub-009,83,congruent,512.5,1
sub-009,84,congruent,452.4,1
sub-009,85,incongruent,610.5,1
sub-009,86,incongruent,683.3,1
sub-009,87,incongruent,666.9,1
sub-009,88,incongruent,593.2,1
sub-009,89,congruent,314.5,1
sub-009,90,congruent,413.6,1
sub-009,91,incongruent,620.3,1
sub-009,92,congruent,527.2,1
sub-009,93,congruent,432.6,1
sub-009,94,incongruent,656.3,1
sub-009,95,incongruent,597.1,1
sub-009,96,congruent,522.2,1
sub-009,97,incongruent,542.2,1
sub-009,98,congruent,478.6,1
sub-009,99,congruent,480.1,1
sub-009,100,congruent,521.8,1
sub-010,1,congruent,613.2,1
sub-010,2,incongruent,455.1,1
sub-010,3,congruent,568.2,1
sub-010,4,congruent,533.2,1
sub-010,5,congruent,404.9,1
sub-010,6,congruent,564.9,1
sub-010,7,congruent,564.6,1
sub-010,8,incongruent,544.0,1
sub-010,9,incongruent,502.2,0
sub-010,10,congruent,451.2,1
sub-010,11,congruent,574.7,1
sub-010,12,incongruent,586.3,1
sub-010,13,congruent,419.4,1
sub-010,14,incongruent,649.6,1
sub-010,15,congruent,549.8,1
sub-010,16,incongruent,477.9,1
sub-010,17,congruent,506.7,1
sub-010,18,incongruent,556.0,0
sub-010,19,congruent,495.4,1
sub-010,20,congruent,533.1,1
sub-010,21,incongruent,584.4,1
sub-010,22,incongruent,615.0,1
sub-010,23,congruent,478.5,1
sub-010,24,congruent,467.9,1
sub-010,25,congruent,480.9,1
sub-010,26,incongruent,370.8,1
sub-010,27,congruent,472.8,1
sub-010,28,congruent,570.9,0
sub-010,29,congruent,444.9,1
sub-010,30,congruent,402.1,1
sub-010,31,congruent,519.4,1
sub-010,32,congruent,646.7,1
sub-010,33,incongruent,525.6,1
sub-010,34,congruent,518.0,1
sub-010,35,incongruent,524.9,1
sub-010,36,incongruent,474.0,1
sub-010,37,congruent,459.6,1
sub-010,38,congruent,460.8,1
sub-010,39,congruent,466.1,1
sub-010,40,congruent,413.9,1
sub-010,41,incongruent,469.6,1
sub-010,42,congruent,393.8,1
sub-010,43,incongruent,550.2,1
sub-010,44,incongruent,555.2,1
sub-010,45,congruent,550.8,1
sub-010,46,congruent,545.1,1
sub-010,47,incongruent,499.0,1
sub-010,48,incongruent,514.7,1
sub-010,49,incongruent,507.6,1
sub-010,50,incongruent,466.4,1
sub-010,51,congruent,451.7,1
sub-010,52,incongruent,456.3,1
sub-010,53,incongruent,438.8,1
sub-010,54,congruent,535.0,0
sub-010,55,congruent,483.5,1
sub-010,56,incongruent,501.2,0
sub-010,57,incongruent,586.2,1
sub-010,58,incongruent,590.9,1
sub-010,59,incongruent,641.4,1
sub-010,60,incongruent,525.6,0
sub-010,61,incongruent,562.5,1
sub-010,62,incongruent,527.6,1
sub-010,63,congruent,448.0,1
sub-010,64,incongruent,615.5,1
sub-010,65,incongruent,580.7,1
sub-010,66,incongruent,486.7,1
sub-010,67,incongruent,555.1,1
sub-010,68,congruent,525.4,1
sub-010,69,incongruent,541.6,1
sub-010,70,congruent,481.5,1
sub-010,71,incongruent,701.2,1
sub-010,72,incongruent,499.1,1
sub-010,73,incongruent,513.5,1
sub-010,74,incongruent,647.8,1
sub-010,75,congruent,494.9,1
sub-010,76,incongruent,544.8,0
sub-010,77,incongruent,474.1,1
sub-010,78,congruent,507.9,1
sub-010,79,congruent,522.1,1
sub-010,80,incongruent,627.1,1
sub-010,81,congruent,571.4,1
sub-010,82,congruent,510.2,1
sub-010,83,congruent,446.4,1
sub-010,84,incongruent,478.1,1
sub-010,85,incongruent,651.7,1
sub-010,86,incongruent,518.5,0
sub-010,87,congruent,564.3,1
sub-010,88,incongruent,602.9,1
sub-010,89,congruent,473.0,1
sub-010,90,congruent,579.6,1
sub-010,91,congruent,486.0,1
sub-010,92,congruent,571.6,1
sub-010,93,incongruent,541.3,1
sub-010,94,incongruent,536.7,0
sub-010,95,congruent,483.3,1
sub-010,96,congruent,623.9,1
sub-010,97,incongruent,583.0,1
sub-010,98,incongruent,555.3,1
sub-010,99,congruent,386.9,1
sub-010,100,incongruent,511.1,1
sub-011,1,incongruent,649.1,0
sub-011,2,congruent,454.9,1
sub-011,3,incongruent,649.6,1
sub-011,4,congruent,523.2,1
sub-011,5,congruent,465.9,1
sub-011,6,congruent,376.0,1
sub-011,7,congruent,384.7,1
sub-011,8,congruent,427.8,1
sub-011,9,congruent,447.0,1
sub-011,10,incongruent,523.9,1
sub-011,11,congruent,461.8,1
sub-011,12,congruent,537.6,1
sub-011,13,congruent,563.1,1
sub-011,14,incongruent,425.9,0
sub-011,15,congruent,474.9,1
sub-011,16,incongruent,597.4,1
sub-011,17,incongruent,543.1,0
sub-011,18,incongruent,567.7,0
sub-011,19,incongruent,490.1,1
sub-011,20,incongruent,539.8,1
sub-011,21,incongruent,524.7,1
sub-011,22,incongruent,488.3,1
sub-011,23,congruent,411.9,1
sub-011,24,congruent,472.1,1
sub-011,25,incongruent,512.1,0
sub-011,26,congruent,440.0,1
sub-011,27,incongruent,520.3,1
sub-011,28,congruent,414.3,1
sub-011,29,congruent,372.2,1
sub-011,30,congruent,361.6,0
sub-011,31,incongruent,544.8,0
sub-011,32,congruent,417.7,1
sub-011,33,incongruent,453.4,1
sub-011,34,incongruent,497.0,1
sub-011,35,incongruent,560.2,1
sub-011,36,congruent,477.3,1
sub-011,37,congruent,336.7,1
sub-011,38,congruent,479.9,1
sub-011,39,congruent,322.2,1
sub-011,40,congruent,404.5,1
sub-011,41,congruent,500.3,1
sub-011,42,incongruent,464.4,1
sub-011,43,incongruent,593.1,1
sub-011,44,incongruent,541.9,0
sub-011,45,incongruent,656.4,1
sub-011,46,congruent,547.8,0
sub-011,47,congruent,469.0,1
sub-011,48,congruent,428.7,1
sub-011,49,congruent,528.1,1
sub-011,50,incongruent,558.0,1
sub-011,51,incongruent,584.0,1
sub-011,52,incongruent,567.6,1
sub-011,53,incongruent,552.5,1
sub-011,54,incongruent,463.2,1
sub-011,55,incongruent,593.9,1
sub-011,56,incongruent,494.4,0
sub-011,57,incongruent,627.7,0
sub-011,58,congruent,409.8,1
sub-011,59,incongruent,542.3,1
sub-011,60,congruent,544.3,1
sub-011,61,incongruent,561.3,1
sub-011,62,congruent,390.6,1
sub-011,63,incongruent,598.0,1
sub-011,64,incongruent,530.0,1
sub-011,65,congruent,492.0,1
sub-011,66,incongruent,506.4,1
sub-011,67,congruent,463.4,1
sub-011,68,incongruent,635.5,1
sub-011,69,incongruent,533.7,1
sub-011,70,congruent,591.0,1
sub-011,71,congruent,529.9,1
sub-011,72,incongruent,574.1,0
sub-011,73,incongruent,540.8,1
sub-011,74,congruent,408.1,1
sub-011,75,congruent,488.6,1
sub-011,76,congruent,446.6,1
sub-011,77,incongruent,556.6,1
sub-011,78,congruent,521.6,1
sub-011,79,incongruent,506.1,1
sub-011,80,congruent,481.9,1
sub-011,81,congruent,312.9,1
sub-011,82,congruent,527.4,1
sub-011,83,congruent,361.6,1
sub-011,84,congruent,438.1,1
sub-011,85,congruent,465.5,1
sub-011,86,congruent,468.2,1
sub-011,87,congruent,473.5,1
sub-011,88,incongruent,568.4,1
sub-011,89,congruent,578.9,1
sub-011,90,congruent,531.2,1
sub-011,91,incongruent,578.5,1
sub-011,92,incongruent,412.5,1
sub-011,93,congruent,409.6,1
sub-011,94,incongruent,640.0,0
sub-011,95,incongruent,396.9,1
sub-011,96,incongruent,500.4,1
sub-011,97,incongruent,488.8,1
sub-011,98,incongruent,670.0,0
sub-011,99,incongruent,499.8,1
sub-011,100,incongruent,539.6,1
sub-012,1,congruent,497.7,1
sub-012,2,congruent,499.3,1
sub-012,3,incongruent,559.2,1
sub-012,4,incongruent,714.9,0
sub-012,5,congruent,588.1,1
sub-012,6,incongruent,544.5,1
sub-012,7,congruent,505.8,1
sub-012,8,congruent,599.1,1
sub-012,9,incongruent,584.0,1
sub-012,10,congruent,482.3,1
sub-012,11,congruent,576.6,1
sub-012,12,incongruent,570.6,1
sub-012,13,congruent,653.7,1
sub-012,14,incongruent,632.2,1
sub-012,15,congruent,483.4,1
sub-012,16,congruent,331.7,1
sub-012,17,congruent,565.0,1
sub-012,18,incongruent,521.2,1
sub-012,19,congruent,535.8,1
sub-012,20,congruent,534.9,1
sub-012,21,congruent,547.8,1
sub-012,22,congruent,412.5,1
sub-012,23,incongruent,564.7,1
sub-012,24,congruent,546.5,1
sub-012,25,congruent,551.2,1
sub-012,26,incongruent,707.0,1
sub-012,27,incongruent,562.3,1
sub-012,28,incongruent,520.4,1
sub-012,29,incongruent,505.1,1
sub-012,30,congruent,519.7,1
sub-012,31,incongruent,679.4,0
sub-012,32,incongruent,576.3,0
sub-012,33,incongruent,570.1,1
sub-012,34,incongruent,662.9,1
sub-012,35,congruent,515.2,1
sub-012,36,congruent,495.0,1
sub-012,37,congruent,479.7,1
sub-012,38,incongruent,615.4,0
sub-012,39,congruent,492.4,1
sub-012,40,congruent,545.8,1
sub-012,41,congruent,461.1,1
sub-012,42,incongruent,624.7,1
sub-012,43,incongruent,557.1,1
sub-012,44,incongruent,526.4,1
sub-012,45,incongruent,658.7,0
sub-012,46,congruent,503.6,1
sub-012,47,congruent,468.5,0
sub-012,48,congruent,438.0,1
sub-012,49,incongruent,581.7,1
sub-012,50,incongruent,686.1,1
sub-012,51,incongruent,624.1,1
sub-012,52,incongruent,677.1,1
sub-012,53,incongruent,649.6,1
sub-012,54,incongruent,688.1,1
sub-012,55,incongruent,620.4,0
sub-012,56,incongruent,661.1,1
sub-012,57,congruent,401.1,1
sub-012,58,congruent,533.1,1
sub-012,59,incongruent,478.7,0
sub-012,60,incongruent,668.1,1
sub-012,61,incongruent,784.0,1
sub-012,62,incongruent,592.7,1
sub-012,63,incongruent,704.3,0
sub-012,64,congruent,569.3,1
sub-012,65,incongruent,594.3,1
sub-012,66,congruent,481.2,1
sub-012,67,incongruent,644.2,1
sub-012,68,incongruent,619.5,1
sub-012,69,congruent,522.6,1
sub-012,70,incongruent,600.3,1
sub-012,71,congruent,489.3,1
sub-012,72,congruent,452.8,1
sub-012,73,incongruent,508.8,0
sub-012,74,congruent,505.4,1
sub-012,75,congruent,532.9,1
sub-012,76,incongruent,516.3,1
sub-012,77,congruent,463.4,1
sub-012,78,congruent,407.9,1
sub-012,79,congruent,562.4,1
sub-012,80,incongruent,678.0,1
sub-012,81,incongruent,573.4,1
sub-012,82,incongruent,601.4,1
sub-012,83,congruent,532.5,1
sub-012,84,incongruent,592.4,1
sub-012,85,congruent,546.9,1
sub-012,86,congruent,628.1,1
sub-012,87,incongruent,673.9,0
sub-012,88,congruent,564.3,1
sub-012,89,incongruent,728.2,1
sub-012,90,incongruent,526.2,1
sub-012,91,incongruent,631.2,1
sub-012,92,congruent,404.4,1
sub-012,93,congruent,625.1,1
sub-012,94,congruent,559.5,1
sub-012,95,congruent,506.8,1
sub-012,96,incongruent,579.1,1
sub-012,97,congruent,475.0,1
sub-012,98,congruent,493.7,1
sub-012,99,congruent,409.3,1
sub-012,100,incongruent,576.1,1
sub-013,1,incongruent,766.1,0
sub-013,2,incongruent,666.1,1
sub-013,3,incongruent,651.7,1
sub-013,4,congruent,588.7,1
sub-013,5,incongruent,736.7,1
sub-013,6,incongruent,683.3,1
sub-013,7,incongruent,681.3,1
sub-013,8,incongruent,732.1,1
sub-013,9,congruent,590.6,1
sub-013,10,congruent,628.6,1
sub-013,11,congruent,565.0,1
sub-013,12,incongruent,659.3,0
sub-013,13,congruent,540.1,1
sub-013,14,congruent,480.6,1
sub-013,15,incongruent,708.5,0
sub-013,16,incongruent,638.9,0
sub-013,17,incongruent,770.8,1
sub-013,18,congruent,499.4,1
sub-013,19,congruent,557.8,1
sub-013,20,congruent,505.1,1
sub-013,21,incongruent,668.8,0
sub-013,22,incongruent,604.9,1
sub-013,23,incongruent,603.9,1
sub-013,24,incongruent,663.1,0
sub-013,25,incongruent,709.6,1
sub-013,26,incongruent,775.4,1
sub-013,27,congruent,652.6,1
sub-013,28,incongruent,590.7,1
sub-013,29,congruent,536.4,1
sub-013,30,incongruent,802.6,1
sub-013,31,congruent,522.7,1
sub-013,32,congruent,539.5,1
sub-013,33,congruent,522.3,1
sub-013,34,incongruent,707.1,1
sub-013,35,congruent,620.5,1
sub-013,36,incongruent,680.9,1
sub-013,37,congruent,513.3,1
sub-013,38,congruent,613.4,0
sub-013,39,congruent,569.2,1
sub-013,40,incongruent,586.2,1
sub-013,41,incongruent,612.5,1
sub-013,42,congruent,639.4,1
sub-013,43,incongruent,764.1,1
sub-013,44,congruent,556.3,1
sub-013,45,congruent,609.2,1
sub-013,46,incongruent,733.3,1
sub-013,47,incongruent,649.3,0
sub-013,48,incongruent,653.2,1
sub-013,49,incongruent,701.9,0
sub-013,50,incongruent,718.7,1
sub-013,51,congruent,494.7,1
sub-013,52,incongruent,654.0,1
sub-013,53,congruent,605.4,1
sub-013,54,congruent,656.6,1
sub-013,55,incongruent,654.8,1
sub-013,56,incongruent,623.7,0
sub-013,57,congruent,524.2,1
sub-013,58,congruent,529.8,1
sub-013,59,incongruent,663.3,0
sub-013,60,incongruent,585.0,1
sub-013,61,congruent,608.2,1
sub-013,62,incongruent,533.0,1
sub-013,63,congruent,449.4,1
sub-013,64,congruent,517.2,1
sub-013,65,congruent,595.1,1
sub-013,66,incongruent,620.1,1
sub-013,67,congruent,580.3,1
sub-013,68,congruent,560.8,1
sub-013,69,incongruent,559.8,1
sub-013,70,congruent,637.0,1
sub-013,71,congruent,546.5,1
sub-013,72,incongruent,675.3,0
sub-013,73,congruent,464.3,1
sub-013,74,congruent,549.2,1
sub-013,75,congruent,613.8,1
sub-013,76,congruent,540.9,1
sub-013,77,congruent,499.8,1
sub-013,78,incongruent,667.1,1
sub-013,79,congruent,554.8,1
sub-013,80,incongruent,728.7,1
sub-013,81,congruent,629.7,1
sub-013,82,congruent,633.3,1
sub-013,83,incongruent,673.7,1
sub-013,84,incongruent,785.5,0
sub-013,85,incongruent,541.4,1
sub-013,86,congruent,598.8,1
sub-013,87,congruent,535.6,0
sub-013,88,incongruent,556.0,1
sub-013,89,congruent,494.6,1
sub-013,90,incongruent,686.1,1
sub-013,91,congruent,573.4,1
sub-013,92,incongruent,644.9,1
sub-013,93,congruent,573.4,1
sub-013,94,congruent,521.3,0
sub-013,95,congruent,601.1,1
sub-013,96,incongruent,691.5,1
sub-013,97,incongruent,599.5,0
sub-013,98,incongruent,682.8,1
sub-013,99,congruent,611.0,1
sub-013,100,incongruent,625.0,1
sub-014,1,congruent,410.4,1
sub-014,2,incongruent,570.4,1
sub-014,3,congruent,471.9,1
sub-014,4,incongruent,556.0,1
sub-014,5,incongruent,577.4,1
sub-014,6,congruent,494.9,1
sub-014,7,incongruent,475.8,1
sub-014,8,incongruent,513.3,1
sub-014,9,incongruent,602.3,1
sub-014,10,incongruent,580.6,1
sub-014,11,congruent,382.4,1
sub-014,12,incongruent,546.4,1
sub-014,13,congruent,480.3,1
sub-014,14,incongruent,469.7,1
sub-014,15,congruent,277.2,1
sub-014,16,congruent,403.7,1
sub-014,17,congruent,534.4,0
sub-014,18,incongruent,465.2,1
sub-014,19,congruent,480.3,1
sub-014,20,congruent,386.4,1
sub-014,21,congruent,433.3,1
sub-014,22,congruent,602.2,1
sub-014,23,congruent,502.8,1
sub-014,24,incongruent,674.0,1
sub-014,25,incongruent,387.8,1
sub-014,26,incongruent,555.5,1
sub-014,27,congruent,520.8,1
sub-014,28,congruent,491.8,1
sub-014,29,congruent,472.1,1
sub-014,30,congruent,410.2,1
sub-014,31,congruent,557.7,1
sub-014,32,congruent,433.5,1
sub-014,33,congruent,576.9,1
sub-014,34,congruent,474.3,1
sub-014,35,congruent,545.8,1
sub-014,36,congruent,396.0,1
sub-014,37,congruent,474.2,1
sub-014,38,incongruent,610.8,1
sub-014,39,incongruent,499.7,1
sub-014,40,congruent,394.4,1
sub-014,41,incongruent,516.9,1
sub-014,42,incongruent,519.7,1
sub-014,43,incongruent,672.9,1
sub-014,44,incongruent,412.0,1
sub-014,45,incongruent,512.6,1
sub-014,46,incongruent,658.3,1
sub-014,47,congruent,455.8,1
sub-014,48,incongruent,647.2,1
sub-014,49,congruent,466.6,1
sub-014,50,incongruent,525.5,1
sub-014,51,incongruent,671.8,0
sub-014,52,congruent,508.2,1
sub-014,53,congruent,462.7,1
sub-014,54,congruent,389.1,1
sub-014,55,incongruent,539.2,1
sub-014,56,incongruent,506.9,1
sub-014,57,congruent,397.5,1
sub-014,58,congruent,537.3,1
sub-014,59,congruent,394.7,1
sub-014,60,incongruent,470.0,1
sub-014,61,incongruent,630.5,1
sub-014,62,congruent,463.4,1
sub-014,63,incongruent,425.5,1
sub-014,64,congruent,496.0,1
sub-014,65,incongruent,492.8,1
sub-014,66,incongruent,549.1,0
sub-014,67,congruent,499.1,1
sub-014,68,congruent,588.7,1
sub-014,69,incongruent,596.9,1
sub-014,70,incongruent,479.1,1
sub-014,71,congruent,553.1,1
sub-014,72,congruent,427.9,1
sub-014,73,congruent,398.6,1
sub-014,74,incongruent,591.7,0
sub-014,75,congruent,492.8,1
sub-014,76,incongruent,464.1,1
sub-014,77,incongruent,607.1,1
sub-014,78,incongruent,545.8,1
sub-014,79,congruent,588.1,1
sub-014,80,incongruent,461.4,1
sub-014,81,congruent,427.8,0
sub-014,82,incongruent,630.8,1
sub-014,83,congruent,477.5,1
sub-014,84,incongruent,536.4,1
sub-014,85,incongruent,585.3,1
sub-014,86,incongruent,383.5,1
sub-014,87,congruent,483.8,1
sub-014,88,incongruent,525.6,1
sub-014,89,incongruent,440.1,1
sub-014,90,incongruent,593.4,1
sub-014,91,incongruent,530.7,1
sub-014,92,incongruent,635.3,1
sub-014,93,congruent,499.3,1
sub-014,94,congruent,470.5,1
sub-014,95,congruent,469.3,1
sub-014,96,incongruent,622.8,1
sub-014,97,congruent,354.8,1
sub-014,98,incongruent,654.6,0
sub-014,99,incongruent,599.4,0
sub-014,100,congruent,578.2,1
sub-015,1,incongruent,539.6,1
sub-015,2,incongruent,557.5,1
sub-015,3,congruent,668.1,1
sub-015,4,incongruent,510.3,1
sub-015,5,incongruent,509.4,1
sub-015,6,incongruent,479.3,1
sub-015,7,incongruent,593.2,1
sub-015,8,congruent,497.3,1
sub-015,9,incongruent,580.4,1
sub-015,10,incongruent,616.4,1
sub-015,11,congruent,501.0,0
sub-015,12,congruent,420.1,1
sub-015,13,incongruent,578.7,1
sub-015,14,incongruent,681.3,1
sub-015,15,congruent,450.0,1
sub-015,16,congruent,549.6,1
sub-015,17,incongruent,573.6,1
sub-015,18,incongruent,641.2,1
sub-015,19,incongruent,603.3,1
sub-015,20,incongruent,568.3,1
sub-015,21,congruent,477.5,1
sub-015,22,incongruent,609.1,1
sub-015,23,congruent,520.2,1
sub-015,24,incongruent,664.1,1
sub-015,25,congruent,389.4,1
sub-015,26,incongruent,592.6,0
sub-015,27,incongruent,590.8,1
sub-015,28,congruent,502.6,1
sub-015,29,incongruent,527.2,1
sub-015,30,incongruent,528.5,1
sub-015,31,congruent,529.0,1
sub-015,32,congruent,512.4,1
sub-015,33,congruent,563.3,1
sub-015,34,congruent,337.9,1
sub-015,35,congruent,579.2,1
sub-015,36,incongruent,602.2,1
sub-015,37,incongruent,635.6,1
sub-015,38,incongruent,673.7,1
sub-015,39,congruent,559.9,1
sub-015,40,congruent,481.5,1
sub-015,41,incongruent,573.3,1
sub-015,42,congruent,524.9,1
sub-015,43,congruent,513.2,1
sub-015,44,incongruent,666.5,1
sub-015,45,incongruent,431.3,1
sub-015,46,incongruent,607.6,1
sub-015,47,congruent,605.5,1
sub-015,48,incongruent,645.6,1
sub-015,49,incongruent,609.8,1
sub-015,50,incongruent,662.4,1
sub-015,51,congruent,424.8,1
sub-015,52,congruent,502.1,1
sub-015,53,congruent,538.1,1
sub-015,54,congruent,582.2,1
sub-015,55,incongruent,582.5,1
sub-015,56,congruent,476.9,1
sub-015,57,congruent,474.9,0
sub-015,58,congruent,503.5,1
sub-015,59,incongruent,530.1,1
sub-015,60,congruent,528.8,1
sub-015,61,incongruent,642.3,1
sub-015,62,congruent,580.9,1
sub-015,63,incongruent,695.9,1
sub-015,64,incongruent,513.3,1
sub-015,65,congruent,554.3,1
sub-015,66,incongruent,532.8,1
sub-015,67,congruent,445.7,1
sub-015,68,incongruent,636.4,1
sub-015,69,incongruent,582.4,1
sub-015,70,congruent,594.3,1
sub-015,71,congruent,478.2,1
sub-015,72,incongruent,660.1,1
sub-015,73,congruent,533.0,0
sub-015,74,congruent,592.7,0
sub-015,75,congruent,514.5,1
sub-015,76,incongruent,605.9,1
sub-015,77,incongruent,533.2,1
sub-015,78,incongruent,564.0,1
sub-015,79,congruent,481.9,1
sub-015,80,congruent,392.3,1
sub-015,81,incongruent,572.3,1
sub-015,82,congruent,444.8,1
sub-015,83,congruent,495.7,1
sub-015,84,incongruent,575.5,1
sub-015,85,congruent,636.7,1
sub-015,86,congruent,427.9,1
sub-015,87,congruent,409.5,1
sub-015,88,congruent,397.2,1
sub-015,89,congruent,485.8,1
sub-015,90,incongruent,639.5,1
sub-015,91,congruent,524.5,1
sub-015,92,incongruent,617.7,1
sub-015,93,incongruent,755.8,1
sub-015,94,congruent,600.8,1
sub-015,95,congruent,607.1,1
sub-015,96,congruent,514.6,1
sub-015,97,incongruent,619.5,1
sub-015,98,incongruent,696.1,1
sub-015,99,incongruent,563.8,1
sub-015,100,congruent,528.6,1
sub-016,1,incongruent,469.1,1
sub-016,2,incongruent,690.0,0
sub-016,3,incongruent,666.3,1
sub-016,4,incongruent,678.1,1
sub-016,5,incongruent,579.9,1
sub-016,6,congruent,461.6,1
sub-016,7,incongruent,575.9,1
sub-016,8,incongruent,616.3,1
sub-016,9,incongruent,702.4,0
sub-016,10,incongruent,686.1,1
sub-016,11,congruent,553.7,1
sub-016,12,congruent,427.5,1
sub-016,13,congruent,615.7,1
sub-016,14,incongruent,538.8,1
sub-016,15,incongruent,674.8,1
sub-016,16,incongruent,655.8,1
sub-016,17,incongruent,546.9,0
sub-016,18,incongruent,564.0,1
sub-016,19,incongruent,565.6,1
sub-016,20,congruent,433.8,1
sub-016,21,congruent,520.7,1
sub-016,22,congruent,566.6,1
sub-016,23,congruent,441.8,1
sub-016,24,incongruent,645.5,0
sub-016,25,congruent,467.8,1
sub-016,26,congruent,678.7,1
sub-016,27,congruent,586.6,1
sub-016,28,incongruent,682.1,1
sub-016,29,incongruent,676.9,1
sub-016,30,congruent,557.5,1
sub-016,31,congruent,447.2,1
sub-016,32,congruent,554.0,1
sub-016,33,incongruent,518.1,1
sub-016,34,incongruent,546.6,0
sub-016,35,congruent,519.1,1
sub-016,36,incongruent,651.6,1
sub-016,37,incongruent,614.0,0
sub-016,38,incongruent,691.3,1
sub-016,39,congruent,469.0,1
sub-016,40,congruent,590.3,1
sub-016,41,congruent,530.8,1
sub-016,42,incongruent,650.6,1
sub-016,43,incongruent,580.2,1
sub-016,44,incongruent,546.7,1
sub-016,45,congruent,554.9,1
sub-016,46,incongruent,598.5,1
sub-016,47,incongruent,486.5,1
sub-016,48,congruent,529.9,1
sub-016,49,congruent,476.5,1
sub-016,50,congruent,501.9,1
sub-016,51,congruent,494.9,1
sub-016,52,congruent,374.8,1
sub-016,53,incongruent,629.7,1
sub-016,54,incongruent,687.6,1
sub-016,55,congruent,471.3,1
sub-016,56,incongruent,694.1,1
sub-016,57,congruent,505.6,1
sub-016,58,congruent,520.7,1
sub-016,59,incongruent,652.4,1
sub-016,60,congruent,477.3,1
sub-016,61,congruent,649.5,1
sub-016,62,congruent,538.9,1
sub-016,63,incongruent,595.6,1
sub-016,64,incongruent,669.8,1
sub-016,65,congruent,526.6,1
sub-016,66,incongruent,633.6,1
sub-016,67,incongruent,632.3,1
sub-016,68,incongruent,670.4,1
sub-016,69,congruent,422.0,1
sub-016,70,incongruent,581.6,1
sub-016,71,congruent,423.1,1
sub-016,72,incongruent,543.9,1
sub-016,73,congruent,346.5,1
sub-016,74,congruent,488.8,1
sub-016,75,congruent,475.5,1
sub-016,76,congruent,434.4,1
sub-016,77,incongruent,603.9,0
sub-016,78,congruent,606.8,1
sub-016,79,incongruent,681.1,1
sub-016,80,congruent,360.7,1
sub-016,81,incongruent,609.3,1
sub-016,82,congruent,580.1,1
sub-016,83,congruent,507.7,1
sub-016,84,congruent,520.7,1
sub-016,85,incongruent,640.7,1
sub-016,86,incongruent,562.9,0
sub-016,87,congruent,545.5,1
sub-016,88,congruent,569.3,1
sub-016,89,congruent,472.6,1
sub-016,90,incongruent,642.9,1
sub-016,91,congruent,467.1,1
sub-016,92,congruent,532.7,1
sub-016,93,congruent,600.8,1
sub-016,94,incongruent,704.5,1
sub-016,95,congruent,397.0,1
sub-016,96,incongruent,580.3,1
